order_id,customer_id,product_id,unit_price,production_cost,quantity,order_date
ORD00085,CUST0047,pokemon,49,22,1,2026-07-31
ORD00086,CUST0038,mrbean,35,15,3,2026-07-31
ORD00087,CUST0027,shinchan,45,20,1,2026-07-31
ORD00088,CUST0045,dragonballz,55,25,1,2026-07-31
ORD00089,CUST0016,shinchan,45,20,3,2026-07-31
ORD00090,CUST0037,pokemon,49,22,1,2026-07-31
ORD00091,CUST0050,pokemon,49,22,4,2026-07-31
ORD00092,CUST0034,pokemon,49,22,1,2026-07-31
ORD00093,CUST0049,mrbean,35,15,2,2026-07-31
ORD00094,CUST0051,pokemon,49,22,4,2026-07-31
ORD00095,CUST0008,mrbean,35,15,1,2026-07-31
ORD00096,CUST0061,doraemon,39,17,3,2026-08-01
ORD00097,CUST0009,dragonballz,55,25,1,2026-08-01
ORD00098,CUST0050,mrbean,35,15,1,2026-08-01
ORD00099,CUST0060,pokemon,49,22,1,2026-08-01
ORD00100,CUST0028,mrbean,35,15,1,2026-08-01
ORD00101,CUST0024,shinchan,45,20,2,2026-08-01
ORD00102,CUST0014,dragonballz,55,25,1,2026-08-01
ORD00103,CUST0058,pokemon,49,22,3,2026-08-01
ORD00104,CUST0053,pokemon,49,22,2,2026-08-01
ORD00105,CUST0054,dragonballz,55,25,1,2026-08-01
ORD00106,CUST0016,shinchan,45,20,1,2026-08-01
ORD00107,CUST0055,dragonballz,55,25,1,2026-08-01
ORD00108,CUST0063,dragonballz,55,25,1,2026-08-01
ORD00109,CUST0003,dragonballz,55,25,1,2026-08-01
ORD00110,CUST0036,pokemon,49,22,1,2026-08-01
ORD00111,CUST0043,shinchan,45,20,3,2026-08-01
ORD00112,CUST0062,mrbean,35,15,4,2026-08-01
ORD00113,CUST0003,mrbean,35,15,1,2026-08-01
ORD00114,CUST0052,doraemon,39,17,4,2026-08-01
ORD00115,CUST0007,dragonballz,55,25,2,2026-08-01
ORD00116,CUST0023,mrbean,35,15,1,2026-08-01
ORD00117,CUST0057,dragonballz,55,25,2,2026-08-01
ORD00118,CUST0059,mrbean,35,15,1,2026-08-01
ORD00119,CUST0056,mrbean,35,15,2,2026-08-01
ORD00120,CUST0044,pokemon,49,22,2,2026-08-01
ORD00121,CUST0051,doraemon,39,17,2,2026-08-01
ORD00122,CUST0010,pokemon,49,22,2,2026-08-01
ORD00123,CUST0023,doraemon,39,17,3,2026-08-01
ORD00124,CUST0020,doraemon,39,17,1,2026-08-01
ORD00125,CUST0033,shinchan,45,20,1,2026-08-02
ORD00126,CUST0058,shinchan,45,20,1,2026-08-02
ORD00127,CUST0051,mrbean,35,15,3,2026-08-02
ORD00128,CUST0072,pokemon,49,22,1,2026-08-02
ORD00129,CUST0068,pokemon,49,22,4,2026-08-02
ORD00130,CUST0069,shinchan,45,20,1,2026-08-02
ORD00131,CUST0014,pokemon,49,22,3,2026-08-02
ORD00132,CUST0019,doraemon,39,17,3,2026-08-02
ORD00133,CUST0065,mrbean,35,15,4,2026-08-02
ORD00134,CUST0051,shinchan,45,20,4,2026-08-02
ORD00135,CUST0062,dragonballz,55,25,2,2026-08-02
ORD00136,CUST0067,mrbean,35,15,2,2026-08-02
ORD00137,CUST0031,dragonballz,55,25,2,2026-08-02
ORD00138,CUST0064,dragonballz,55,25,2,2026-08-02
ORD00139,CUST0033,doraemon,39,17,1,2026-08-02
ORD00140,CUST0070,pokemon,49,22,2,2026-08-02
ORD00141,CUST0048,mrbean,35,15,2,2026-08-02
ORD00142,CUST0073,shinchan,45,20,1,2026-08-02
ORD00143,CUST0071,pokemon,49,22,1,2026-08-02
ORD00144,CUST0066,pokemon,49,22,1,2026-08-02
ORD00145,CUST0044,shinchan,45,20,1,2026-08-02
ORD00146,CUST0011,pokemon,49,22,2,2026-08-02
ORD00147,CUST0043,mrbean,35,15,1,2026-08-02
ORD00148,CUST0006,doraemon,39,17,2,2026-08-02
ORD00149,CUST0054,pokemon,49,22,1,2026-08-03
ORD00150,CUST0077,dragonballz,55,25,1,2026-08-03
ORD00151,CUST0050,pokemon,49,22,1,2026-08-03
ORD00152,CUST0062,doraemon,39,17,1,2026-08-03
ORD00153,CUST0003,dragonballz,55,25,1,2026-08-03
ORD00154,CUST0078,dragonballz,55,25,1,2026-08-03
ORD00155,CUST0075,dragonballz,55,25,2,2026-08-03
ORD00156,CUST0001,mrbean,35,15,1,2026-08-03
ORD00157,CUST0076,dragonballz,55,25,1,2026-08-03
ORD00158,CUST0049,pokemon,49,22,4,2026-08-03
ORD00159,CUST0079,pokemon,49,22,1,2026-08-03
ORD00160,CUST0046,pokemon,49,22,3,2026-08-03
ORD00161,CUST0074,shinchan,45,20,1,2026-08-03
ORD00162,CUST0050,doraemon,39,17,1,2026-08-03
ORD00163,CUST0080,dragonballz,55,25,2,2026-08-03
ORD00164,CUST0054,pokemon,49,22,1,2026-08-03
ORD00165,CUST0069,shinchan,45,20,4,2026-08-03
ORD00166,CUST0039,mrbean,35,15,3,2026-08-03
ORD00167,CUST0081,pokemon,49,22,1,2026-08-03
ORD00168,CUST0070,shinchan,45,20,4,2026-08-03
ORD00169,CUST0085,dragonballz,55,25,1,2026-08-04
ORD00170,CUST0039,dragonballz,55,25,2,2026-08-04
ORD00171,CUST0086,dragonballz,55,25,2,2026-08-04
ORD00172,CUST0076,doraemon,39,17,2,2026-08-04
ORD00173,CUST0014,dragonballz,55,25,1,2026-08-04
ORD00174,CUST0084,dragonballz,55,25,2,2026-08-04
ORD00175,CUST0081,shinchan,45,20,1,2026-08-04
ORD00176,CUST0010,mrbean,35,15,1,2026-08-04
ORD00177,CUST0026,dragonballz,55,25,3,2026-08-04
ORD00178,CUST0082,pokemon,49,22,3,2026-08-04
ORD00179,CUST0032,pokemon,49,22,2,2026-08-04
ORD00180,CUST0083,shinchan,45,20,1,2026-08-04
ORD00181,CUST0077,pokemon,49,22,3,2026-08-04
ORD00182,CUST0083,mrbean,35,15,1,2026-08-05
ORD00183,CUST0087,pokemon,49,22,1,2026-08-05
ORD00184,CUST0011,doraemon,39,17,4,2026-08-05
ORD00185,CUST0077,shinchan,45,20,3,2026-08-05
ORD00186,CUST0044,pokemon,49,22,1,2026-08-05
ORD00187,CUST0100,doraemon,39,17,2,2026-08-05
ORD00188,CUST0089,doraemon,39,17,4,2026-08-05
ORD00189,CUST0072,pokemon,49,22,3,2026-08-05
ORD00190,CUST0088,pokemon,49,22,1,2026-08-05
ORD00191,CUST0072,shinchan,45,20,2,2026-08-05
ORD00192,CUST0099,mrbean,35,15,1,2026-08-05
ORD00193,CUST0031,dragonballz,55,25,4,2026-08-05
ORD00194,CUST0053,pokemon,49,22,1,2026-08-05
ORD00195,CUST0038,shinchan,45,20,1,2026-08-05
ORD00196,CUST0091,shinchan,45,20,2,2026-08-05
ORD00197,CUST0034,mrbean,35,15,1,2026-08-05
ORD00198,CUST0032,dragonballz,55,25,1,2026-08-05
ORD00199,CUST0031,shinchan,45,20,1,2026-08-05
ORD00200,CUST0092,shinchan,45,20,1,2026-08-05
ORD00201,CUST0036,dragonballz,55,25,1,2026-08-05
ORD00202,CUST0052,mrbean,35,15,2,2026-08-05
ORD00203,CUST0097,pokemon,49,22,1,2026-08-05
ORD00204,CUST0093,pokemon,49,22,2,2026-08-05
ORD00205,CUST0090,pokemon,49,22,1,2026-08-05
ORD00206,CUST0094,mrbean,35,15,2,2026-08-05
ORD00207,CUST0063,pokemon,49,22,1,2026-08-05
ORD00208,CUST0096,doraemon,39,17,3,2026-08-05
ORD00209,CUST0095,pokemon,49,22,1,2026-08-05
ORD00210,CUST0101,pokemon,49,22,3,2026-08-05
ORD00211,CUST0003,shinchan,45,20,3,2026-08-05
ORD00212,CUST0098,pokemon,49,22,1,2026-08-05
ORD00213,CUST0002,pokemon,49,22,1,2026-08-05
ORD00214,CUST0063,pokemon,49,22,1,2026-08-05
ORD00215,CUST0067,pokemon,49,22,3,2026-08-05
ORD00216,CUST0058,shinchan,45,20,3,2026-08-05
ORD00217,CUST0012,dragonballz,55,25,1,2026-08-05
ORD00218,CUST0061,doraemon,39,17,1,2026-08-05
ORD00219,CUST0025,doraemon,39,17,1,2026-08-05
ORD00220,CUST0029,shinchan,45,20,1,2026-08-05
ORD00221,CUST0036,shinchan,45,20,3,2026-08-05
ORD00222,CUST0023,shinchan,45,20,3,2026-08-06
ORD00223,CUST0035,pokemon,49,22,2,2026-08-06
ORD00224,CUST0113,dragonballz,55,25,1,2026-08-06
ORD00225,CUST0003,mrbean,35,15,1,2026-08-06
ORD00226,CUST0074,dragonballz,55,25,2,2026-08-06
ORD00227,CUST0057,pokemon,49,22,1,2026-08-06
ORD00228,CUST0084,shinchan,45,20,2,2026-08-06
ORD00229,CUST0109,pokemon,49,22,4,2026-08-06
ORD00230,CUST0097,dragonballz,55,25,2,2026-08-06
ORD00231,CUST0102,pokemon,49,22,3,2026-08-06
ORD00232,CUST0110,shinchan,45,20,2,2026-08-06
ORD00233,CUST0108,shinchan,45,20,1,2026-08-06
ORD00234,CUST0087,dragonballz,55,25,4,2026-08-06
ORD00235,CUST0075,pokemon,49,22,2,2026-08-06
ORD00236,CUST0106,doraemon,39,17,4,2026-08-06
ORD00237,CUST0061,shinchan,45,20,3,2026-08-06
ORD00238,CUST0104,dragonballz,55,25,1,2026-08-06
ORD00239,CUST0074,dragonballz,55,25,1,2026-08-06
ORD00240,CUST0103,dragonballz,55,25,2,2026-08-06
ORD00241,CUST0098,dragonballz,55,25,1,2026-08-06
ORD00242,CUST0114,doraemon,39,17,2,2026-08-06
ORD00243,CUST0111,dragonballz,55,25,2,2026-08-06
ORD00244,CUST0076,pokemon,49,22,2,2026-08-06
ORD00245,CUST0056,doraemon,39,17,2,2026-08-06
ORD00246,CUST0087,shinchan,45,20,2,2026-08-06
ORD00247,CUST0036,doraemon,39,17,1,2026-08-06
ORD00248,CUST0063,mrbean,35,15,2,2026-08-06
ORD00249,CUST0105,pokemon,49,22,3,2026-08-06
ORD00250,CUST0006,pokemon,49,22,2,2026-08-06
ORD00251,CUST0082,mrbean,35,15,3,2026-08-06
ORD00252,CUST0112,doraemon,39,17,2,2026-08-06
ORD00253,CUST0067,dragonballz,55,25,4,2026-08-06
ORD00254,CUST0098,shinchan,45,20,1,2026-08-06
ORD00255,CUST0024,shinchan,45,20,2,2026-08-06
ORD00256,CUST0107,dragonballz,55,25,3,2026-08-06
ORD00257,CUST0117,dragonballz,55,25,2,2026-08-07
ORD00258,CUST0084,doraemon,39,17,1,2026-08-07
ORD00259,CUST0118,shinchan,45,20,3,2026-08-07
ORD00260,CUST0053,doraemon,39,17,2,2026-08-07
ORD00261,CUST0115,dragonballz,55,25,1,2026-08-07
ORD00262,CUST0119,dragonballz,55,25,1,2026-08-07
ORD00263,CUST0093,doraemon,39,17,1,2026-08-07
ORD00264,CUST0059,shinchan,45,20,2,2026-08-07
ORD00265,CUST0010,dragonballz,55,25,1,2026-08-07
ORD00266,CUST0121,pokemon,49,22,3,2026-08-07
ORD00267,CUST0101,shinchan,45,20,1,2026-08-07
ORD00268,CUST0020,dragonballz,55,25,1,2026-08-07
ORD00269,CUST0120,doraemon,39,17,1,2026-08-07
ORD00270,CUST0116,pokemon,49,22,1,2026-08-07
ORD00271,CUST0061,dragonballz,55,25,3,2026-08-07
ORD00272,CUST0112,mrbean,35,15,1,2026-08-07
ORD00273,CUST0019,doraemon,39,17,1,2026-08-07
ORD00274,CUST0002,shinchan,45,20,2,2026-08-07
ORD00275,CUST0130,pokemon,49,22,1,2026-08-08
ORD00276,CUST0014,mrbean,35,15,1,2026-08-08
ORD00277,CUST0127,pokemon,49,22,2,2026-08-08
ORD00278,CUST0090,dragonballz,55,25,2,2026-08-08
ORD00279,CUST0074,dragonballz,55,25,3,2026-08-08
ORD00280,CUST0125,pokemon,49,22,3,2026-08-08
ORD00281,CUST0031,shinchan,45,20,3,2026-08-08
ORD00282,CUST0036,mrbean,35,15,1,2026-08-08
ORD00283,CUST0003,pokemon,49,22,4,2026-08-08
ORD00284,CUST0124,pokemon,49,22,4,2026-08-08
ORD00285,CUST0062,dragonballz,55,25,2,2026-08-08
ORD00286,CUST0046,dragonballz,55,25,4,2026-08-08
ORD00287,CUST0050,dragonballz,55,25,1,2026-08-08
ORD00288,CUST0126,dragonballz,55,25,1,2026-08-08
ORD00289,CUST0085,shinchan,45,20,2,2026-08-08
ORD00290,CUST0128,mrbean,35,15,2,2026-08-08
ORD00291,CUST0051,shinchan,45,20,3,2026-08-08
ORD00292,CUST0110,dragonballz,55,25,1,2026-08-08
ORD00293,CUST0129,pokemon,49,22,1,2026-08-08
ORD00294,CUST0131,dragonballz,55,25,2,2026-08-08
ORD00295,CUST0049,dragonballz,55,25,1,2026-08-08
ORD00296,CUST0038,pokemon,49,22,3,2026-08-08
ORD00297,CUST0123,dragonballz,55,25,1,2026-08-08
ORD00298,CUST0107,doraemon,39,17,1,2026-08-08
ORD00299,CUST0038,dragonballz,55,25,1,2026-08-08
ORD00300,CUST0074,shinchan,45,20,1,2026-08-08
ORD00301,CUST0122,dragonballz,55,25,1,2026-08-08
ORD00302,CUST0040,pokemon,49,22,3,2026-08-09
ORD00303,CUST0061,pokemon,49,22,1,2026-08-09
ORD00304,CUST0137,dragonballz,55,25,1,2026-08-09
ORD00305,CUST0136,pokemon,49,22,3,2026-08-09
ORD00306,CUST0114,pokemon,49,22,3,2026-08-09
ORD00307,CUST0134,pokemon,49,22,1,2026-08-09
ORD00308,CUST0009,pokemon,49,22,1,2026-08-09
ORD00309,CUST0095,mrbean,35,15,1,2026-08-09
ORD00310,CUST0132,pokemon,49,22,3,2026-08-09
ORD00311,CUST0135,pokemon,49,22,1,2026-08-09
ORD00312,CUST0107,pokemon,49,22,1,2026-08-09
ORD00313,CUST0072,mrbean,35,15,2,2026-08-09
ORD00314,CUST0139,mrbean,35,15,2,2026-08-09
ORD00315,CUST0105,mrbean,35,15,2,2026-08-09
ORD00316,CUST0114,pokemon,49,22,2,2026-08-09
ORD00317,CUST0138,dragonballz,55,25,1,2026-08-09
ORD00318,CUST0108,dragonballz,55,25,3,2026-08-09
ORD00319,CUST0126,shinchan,45,20,2,2026-08-09
ORD00320,CUST0133,dragonballz,55,25,1,2026-08-09
ORD00321,CUST0026,doraemon,39,17,1,2026-08-09
ORD00322,CUST0056,mrbean,35,15,2,2026-08-09
ORD00323,CUST0026,dragonballz,55,25,1,2026-08-09
ORD00324,CUST0093,pokemon,49,22,2,2026-08-09
ORD00325,CUST0117,doraemon,39,17,1,2026-08-10
ORD00326,CUST0144,dragonballz,55,25,1,2026-08-10
ORD00327,CUST0141,dragonballz,55,25,1,2026-08-10
ORD00328,CUST0026,pokemon,49,22,2,2026-08-10
ORD00329,CUST0142,dragonballz,55,25,2,2026-08-10
ORD00330,CUST0140,shinchan,45,20,2,2026-08-10
ORD00331,CUST0130,doraemon,39,17,1,2026-08-10
ORD00332,CUST0076,doraemon,39,17,2,2026-08-10
ORD00333,CUST0111,mrbean,35,15,3,2026-08-10
ORD00334,CUST0030,mrbean,35,15,4,2026-08-10
ORD00335,CUST0084,shinchan,45,20,1,2026-08-10
ORD00336,CUST0056,shinchan,45,20,1,2026-08-10
ORD00337,CUST0143,shinchan,45,20,1,2026-08-10
ORD00338,CUST0136,pokemon,49,22,3,2026-08-10
ORD00339,CUST0098,doraemon,39,17,3,2026-08-10
ORD00340,CUST0069,doraemon,39,17,2,2026-08-11
ORD00341,CUST0148,pokemon,49,22,1,2026-08-11
ORD00342,CUST0007,doraemon,39,17,4,2026-08-11
ORD00343,CUST0149,shinchan,45,20,3,2026-08-11
ORD00344,CUST0090,pokemon,49,22,3,2026-08-11
ORD00345,CUST0070,pokemon,49,22,1,2026-08-11
ORD00346,CUST0144,doraemon,39,17,1,2026-08-11
ORD00347,CUST0080,shinchan,45,20,1,2026-08-11
ORD00348,CUST0146,pokemon,49,22,2,2026-08-11
ORD00349,CUST0143,doraemon,39,17,1,2026-08-11
ORD00350,CUST0047,mrbean,35,15,2,2026-08-11
ORD00351,CUST0008,shinchan,45,20,1,2026-08-11
ORD00352,CUST0087,pokemon,49,22,4,2026-08-11
ORD00353,CUST0147,pokemon,49,22,1,2026-08-11
ORD00354,CUST0145,dragonballz,55,25,3,2026-08-11
ORD00355,CUST0045,dragonballz,55,25,1,2026-08-12
ORD00356,CUST0098,shinchan,45,20,2,2026-08-12
ORD00357,CUST0034,doraemon,39,17,1,2026-08-12
ORD00358,CUST0112,doraemon,39,17,1,2026-08-12
ORD00359,CUST0153,pokemon,49,22,2,2026-08-12
ORD00360,CUST0005,pokemon,49,22,2,2026-08-12
ORD00361,CUST0102,dragonballz,55,25,1,2026-08-12
ORD00362,CUST0155,mrbean,35,15,3,2026-08-12
ORD00363,CUST0150,dragonballz,55,25,1,2026-08-12
ORD00364,CUST0019,pokemon,49,22,1,2026-08-12
ORD00365,CUST0151,shinchan,45,20,3,2026-08-12
ORD00366,CUST0154,shinchan,45,20,1,2026-08-12
ORD00367,CUST0111,mrbean,35,15,2,2026-08-12
ORD00368,CUST0011,mrbean,35,15,3,2026-08-12
ORD00369,CUST0059,doraemon,39,17,4,2026-08-12
ORD00370,CUST0129,shinchan,45,20,2,2026-08-12
ORD00371,CUST0144,shinchan,45,20,3,2026-08-12
ORD00372,CUST0137,shinchan,45,20,1,2026-08-12
ORD00373,CUST0152,pokemon,49,22,1,2026-08-12
ORD00374,CUST0091,doraemon,39,17,1,2026-08-12
ORD00375,CUST0159,mrbean,35,15,4,2026-08-13
ORD00376,CUST0095,shinchan,45,20,2,2026-08-13
ORD00377,CUST0130,doraemon,39,17,4,2026-08-13
ORD00378,CUST0074,doraemon,39,17,3,2026-08-13
ORD00379,CUST0160,mrbean,35,15,1,2026-08-13
ORD00380,CUST0153,shinchan,45,20,1,2026-08-13
ORD00381,CUST0149,doraemon,39,17,2,2026-08-13
ORD00382,CUST0161,doraemon,39,17,1,2026-08-13
ORD00383,CUST0119,dragonballz,55,25,4,2026-08-13
ORD00384,CUST0020,shinchan,45,20,1,2026-08-13
ORD00385,CUST0156,pokemon,49,22,2,2026-08-13
ORD00386,CUST0158,dragonballz,55,25,1,2026-08-13
ORD00387,CUST0116,shinchan,45,20,2,2026-08-13
ORD00388,CUST0119,pokemon,49,22,2,2026-08-13
ORD00389,CUST0010,pokemon,49,22,2,2026-08-13
ORD00390,CUST0015,shinchan,45,20,1,2026-08-13
ORD00391,CUST0080,pokemon,49,22,2,2026-08-13
ORD00392,CUST0024,dragonballz,55,25,4,2026-08-13
ORD00393,CUST0157,dragonballz,55,25,1,2026-08-13
ORD00394,CUST0099,mrbean,35,15,2,2026-08-13
ORD00395,CUST0058,mrbean,35,15,3,2026-08-14
ORD00396,CUST0010,pokemon,49,22,1,2026-08-14
ORD00397,CUST0130,dragonballz,55,25,3,2026-08-14
ORD00398,CUST0165,dragonballz,55,25,1,2026-08-14
ORD00399,CUST0163,mrbean,35,15,2,2026-08-14
ORD00400,CUST0139,doraemon,39,17,3,2026-08-14
ORD00401,CUST0040,mrbean,35,15,2,2026-08-14
ORD00402,CUST0125,doraemon,39,17,1,2026-08-14
ORD00403,CUST0162,pokemon,49,22,2,2026-08-14
ORD00404,CUST0050,dragonballz,55,25,1,2026-08-14
ORD00405,CUST0164,shinchan,45,20,1,2026-08-14
ORD00406,CUST0036,dragonballz,55,25,2,2026-08-14
ORD00407,CUST0087,shinchan,45,20,1,2026-08-14
ORD00408,CUST0020,pokemon,49,22,1,2026-08-14
ORD00409,CUST0026,doraemon,39,17,2,2026-08-14
ORD00410,CUST0135,dragonballz,55,25,1,2026-08-14
ORD00411,CUST0167,dragonballz,55,25,3,2026-08-14
ORD00412,CUST0159,dragonballz,55,25,4,2026-08-14
ORD00413,CUST0076,doraemon,39,17,1,2026-08-14
ORD00414,CUST0166,doraemon,39,17,1,2026-08-14
ORD00415,CUST0167,pokemon,49,22,1,2026-08-15
ORD00416,CUST0171,doraemon,39,17,1,2026-08-15
ORD00417,CUST0026,doraemon,39,17,3,2026-08-15
ORD00418,CUST0082,doraemon,39,17,1,2026-08-15
ORD00419,CUST0036,dragonballz,55,25,2,2026-08-15
ORD00420,CUST0121,pokemon,49,22,2,2026-08-15
ORD00421,CUST0038,pokemon,49,22,1,2026-08-15
ORD00422,CUST0169,doraemon,39,17,2,2026-08-15
ORD00423,CUST0168,pokemon,49,22,1,2026-08-15
ORD00424,CUST0010,mrbean,35,15,1,2026-08-15
ORD00425,CUST0086,dragonballz,55,25,1,2026-08-15
ORD00426,CUST0170,shinchan,45,20,2,2026-08-15
ORD00427,CUST0074,dragonballz,55,25,2,2026-08-15
ORD00428,CUST0169,dragonballz,55,25,2,2026-08-16
ORD00429,CUST0018,dragonballz,55,25,2,2026-08-16
ORD00430,CUST0065,pokemon,49,22,1,2026-08-16
ORD00431,CUST0062,mrbean,35,15,4,2026-08-16
ORD00432,CUST0005,pokemon,49,22,1,2026-08-16
ORD00433,CUST0089,dragonballz,55,25,3,2026-08-16
ORD00434,CUST0172,doraemon,39,17,1,2026-08-16
ORD00435,CUST0174,doraemon,39,17,3,2026-08-16
ORD00436,CUST0092,doraemon,39,17,1,2026-08-16
ORD00437,CUST0173,shinchan,45,20,1,2026-08-16
ORD00438,CUST0175,dragonballz,55,25,1,2026-08-17
ORD00439,CUST0176,dragonballz,55,25,2,2026-08-17
ORD00440,CUST0032,shinchan,45,20,4,2026-08-17
ORD00441,CUST0070,shinchan,45,20,3,2026-08-17
ORD00442,CUST0085,mrbean,35,15,1,2026-08-17
ORD00443,CUST0168,shinchan,45,20,3,2026-08-17
ORD00444,CUST0110,doraemon,39,17,3,2026-08-18
ORD00445,CUST0178,mrbean,35,15,4,2026-08-18
ORD00446,CUST0090,pokemon,49,22,2,2026-08-18
ORD00447,CUST0114,dragonballz,55,25,1,2026-08-18
ORD00448,CUST0179,pokemon,49,22,3,2026-08-18
ORD00449,CUST0079,doraemon,39,17,1,2026-08-18
ORD00450,CUST0115,shinchan,45,20,2,2026-08-18
ORD00451,CUST0155,mrbean,35,15,4,2026-08-18
ORD00452,CUST0177,doraemon,39,17,3,2026-08-18
ORD00453,CUST0043,shinchan,45,20,2,2026-08-18
ORD00454,CUST0055,mrbean,35,15,4,2026-08-19
ORD00455,CUST0184,shinchan,45,20,3,2026-08-19
ORD00456,CUST0048,shinchan,45,20,1,2026-08-19
ORD00457,CUST0115,pokemon,49,22,1,2026-08-19
ORD00458,CUST0180,dragonballz,55,25,1,2026-08-19
ORD00459,CUST0133,shinchan,45,20,1,2026-08-19
ORD00460,CUST0157,dragonballz,55,25,2,2026-08-19
